freq,p_adj,unit,product,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NI,I15,203100,DE	100.00 	93.30 	91.80 	94.40 	100.00 	98.60 	108.80 	216.80 	: 
A,NI,I15,203100,DK	100.00 	88.83 	89.56 	92.77 	87.78 	80.39 	104.80 	223.85 	: 
A,NI,I15,203100,EE	100.00 	83.84 	83.72 	84.30 	86.64 	83.16 	103.44 	205.42 	: 
A,NI,I15,203100,EL	100.00 	98.26 	93.63 	92.67 	92.98 	90.17 	97.92 	160.51 	: 
A,NI,I15,203100,ES	100.00 	89.30 	85.60 	87.40 	91.50 	87.10 	119.70 	231.16 	: 
A,NI,I15,203100,EU27_2020	100.00 	88.90 	90.52 	90.06 	95.58 p	89.84 e	119.63 	243.06 	: 
A,NI,I15,203100,EU28	100.00 	87.89 	90.24 	90.98 	96.24 p	: 	: 	: 	: 
A,NI,I15,203100,FI	100.00 	82.91 	88.37 	92.55 	96.71 	84.46 	130.38 	246.42 	: 
A,NI,I15,203100,FR	100.00 	84.18 	82.65 	87.36 	91.38 	83.43 	122.56 	233.68 	: 
A,NI,I15,203100,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,203100,HU	100.00 	85.10 	79.90 	82.40 	89.80 	80.50 	139.20 	373.50 	: 
A,NI,I15,203100,IE	100.00 	82.26 	77.93 	84.09 	88.63 	77.22 	102.07 	257.77 	: 
A,NI,I15,203100,IT	100.00 	90.10 	89.90 	91.30 	94.30 	90.80 	121.10 	226.10 	: 
A,NI,I15,203100,LT	100.00 	78.46 	79.75 	80.24 	83.80 	79.51 	115.19 	273.00 	: 
A,NI,I15,203100,LU	100.00 	75.78 	77.08 	79.85 	86.86 	73.95 	124.82 	276.19 	: 
A,NI,I15,203100,LV	100.00 	93.79 	89.06 	92.41 	96.16 	94.10 	114.12 	259.11 	: 
A,NI,I15,203100,MT	100.00 	91.62 	90.80 	90.80 	90.35 	92.91 	128.99 	269.57 	: 
A,NI,I15,203100,NL	100.00 	79.30 	78.10 	83.30 	88.20 	76.10 	126.50 	265.40 	: 
A,NI,I15,203100,PL	100.00 	94.10 	92.60 	93.18 	100.95 	97.39 	123.86 p	257.11 	: 
A,NI,I15,203100,PT	100.00 	101.29 	106.17 	110.51 	111.27 	106.24 	173.47 	340.02 	: 
A,NI,I15,203100,RO	100.00 	95.61 	160.92 	96.60 	114.28 	100.09 	129.79 	225.67 	: 
A,NI,I15,203100,SE	100.00 	83.80 	86.70 	94.60 	99.40 	86.30 	134.80 	314.25 	: 
A,NI,I15,203100,SI	100.00 	83.55 	73.50 	79.45 	84.36 	77.41 	119.91 	286.17 	: 
A,NI,I15,203100,SK	100.00 	88.10 	78.14 	77.63 	85.50 	77.49 	98.00 	240.35 	: 
A,NI,I15,203100,UK	100.00 	78.13 	87.51 	99.90 	102.55 	: 	: 	: 	: 
A,NI,I15,203110,AT	100.00 	84.00 	75.00 	80.60 	88.80 	79.50 	117.70 	253.60 	: 
A,NI,I15,203110,BE	100.00 	77.91 	80.56 	86.47 	85.32 	76.16 	149.95 	285.53 	137.75 e
A,NI,I15,203110,BG	100.00 	81.00 	79.40 	101.80 	106.30 	100.40 	145.40 	312.40 	: 
A,NI,I15,203110,CY	100.00 	102.53 	88.14 	79.38 	82.24 	81.46 	98.88 	165.45 	: 
A,NI,I15,203110,CZ	100.00 	84.20 	76.20 	76.70 	83.80 	78.20 	102.90 	201.00 	: 
A,NI,I15,203110,DE	100.00 	93.30 	91.80 	94.40 	100.00 	98.60 	108.80 	216.80 	: 
A,NI,I15,203110,DK	100.00 	87.73 	89.16 	92.81 	86.77 	78.72 	104.94 	227.75 	: 
A,NI,I15,203110,EE	100.00 	83.84 	83.72 	84.30 	86.64 	83.16 	103.44 	205.42 	: 
A,NI,I15,203110,EL	100.00 	97.97 	93.24 	92.23 	92.55 	89.59 	97.64 	161.98 	: 
A,NI,I15,203110,ES	100.00 	87.10 	83.10 	85.60 	90.10 	84.70 	121.60 	245.11 	: 
A,NI,I15,203110,EU27_2020	100.00 	88.18 	88.96 	89.68 	95.09 p	89.36 e	120.31 	247.85 	: 
A,NI,I15,203110,EU28	100.00 	87.12 	88.74 	90.59 	95.74 p	: 	: 	: 	: 
A,NI,I15,203110,FI	100.00 	82.91 	88.37 	92.55 	96.71 	84.46 	130.38 	246.42 	: 
A,NI,I15,203110,FR	100.00 	83.27 	82.13 	86.90 	91.02 	83.08 	124.14 	237.91 	: 
A,NI,I15,203110,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,203110,HU	100.00 	84.70 	79.30 	81.70 	89.00 	79.40 	140.50 	377.00 	: 
A,NI,I15,203110,IE	100.00 	81.79 	77.46 	83.86 	88.42 	: c	: c	: c	: 
A,NI,I15,203110,IT	100.00 	89.10 	89.40 	90.60 	93.50 	89.80 	122.70 	232.20 	: 
A,NI,I15,203110,LT	100.00 	77.48 	79.05 	79.71 	83.02 	78.81 	116.36 	272.74 	: 
A,NI,I15,203110,LU	100.00 	75.74 	77.06 	79.82 	86.83 	73.91 	124.81 	276.36 	: 
A,NI,I15,203110,LV	100.00 	93.79 	89.06 	92.41 	96.16 	94.10 	114.12 	259.11 	: 
A,NI,I15,203110,MT	100.00 	91.62 	90.80 	90.80 	90.35 	92.91 	128.99 	269.57 	: 
A,NI,I15,203110,NL	100.00 	77.20 	76.70 	82.20 	86.30 	73.60 	128.20 	276.60 	: 
A,NI,I15,203110,PL	100.00 	93.30 	92.04 	92.75 	100.86 	96.82 	125.57 p	266.76 	: 
A,NI,I15,203110,PT	100.00 	101.26 	106.58 	111.15 	111.66 	106.18 	176.56 	350.31 	: 
A,NI,I15,203110,RO	100.00 	95.61 	160.92 	96.60 	114.28 	100.09 	129.79 	225.67 	: 
A,NI,I15,203110,SE	100.00 	83.80 	86.70 	94.60 	99.40 	86.30 	134.80 	314.25 	: 
A,NI,I15,203110,SI	100.00 	83.40 	73.23 	79.23 	84.15 	77.12 	120.30 	288.44 	: 
A,NI,I15,203110,SK	100.00 	87.80 	77.37 	76.85 	85.00 	77.07 	98.48 	245.33 	: 
A,NI,I15,203110,UK	100.00 	76.82 	86.63 	99.40 	102.01 	: 	: 	: 	: 
A,NI,I15,203120,AT	100.00 	93.90 	81.90 	82.60 	87.10 	79.80 	96.80 	169.30 	: 
A,NI,I15,203120,BE	100.00 	79.24 	74.80 	83.39 	78.95 	65.65 	131.00 	207.88 	135.43 e
A,NI,I15,203120,BG	100.00 	84.90 	75.10 	85.70 	98.10 	83.80 	109.60 	198.20 	: 
A,NI,I15,203120,CY	100.00 	114.31 	90.24 	79.70 	83.70 	80.36 	89.50 	139.92 	: 
A,NI,I15,203120,CZ	100.00 	100.00 	97.30 	96.20 	96.10 	96.90 	105.50 	122.60 	: 
A,NI,I15,203120,DK	100.00 	103.45 	103.45 	103.45 	106.34 	109.37 	127.67 	216.57 	: 
A,NI,I15,203120,EL	100.00 	101.27 	96.22 	94.63 	95.55 	95.83 	100.55 	143.27 	: 
A,NI,I15,203120,ES	100.00 	98.30 	94.60 	95.10 	97.30 	99.70 	114.70 	151.36 	: 
A,NI,I15,203120,EU27_2020	100.00 	94.03 	107.63 	93.11 	100.85 p	92.98 e	118.22 	199.30 	: 
A,NI,I15,203120,EU28	100.00 	93.69 	106.31 	93.96 	101.14 p	: 	: 	: 	: 
A,NI,I15,203120,FR	100.00 	91.21 	85.43 	90.79 	93.34 	83.11 	111.52 	192.72 	: 
A,NI,I15,203120,HU	100.00 	96.80 	102.20 	100.70 	107.80 	105.00 	133.70 	254.00 	: 
A,NI,I15,203120,IE	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,203120,IT	100.00 	97.40 	92.90 	95.20 	98.80 	95.90 	108.60 	173.70 	: 
A,NI,I15,203120,LU	100.00 	97.40 	85.62 	95.58 	104.81 	95.28 	130.96 	181.08 	: 
A,NI,I15,203120,LV	100.00 	93.79 	89.06 	92.41 	96.16 	94.10 	114.12 	259.11 	: 
A,NI,I15,203120,NL	100.00 	91.50 	85.20 	89.80 	101.10 	90.50 	127.20 	196.90 	: 
A,NI,I15,203120,PL	100.00 	100.39 	97.13 	96.56 	103.75 	104.15 	115.73 p	191.06 	: 
A,NI,I15,203120,PT	100.00 	102.48 	100.20 	101.92 	104.83 	106.05 	129.27 	202.88 	: 
A,NI,I15,203120,RO	100.00 	95.61 	160.92 	96.60 	114.28 	100.09 	129.79 	225.67 	: 
A,NI,I15,203120,SI	100.00 	92.50 	89.90 	93.27 	97.53 	94.98 	95.85 	147.41 	: 
A,NI,I15,203120,SK	100.00 	88.49 	81.93 	84.33 	89.00 	77.30 	90.93 	181.15 	: 
A,NI,I15,203120,UK	100.00 	89.49 	90.23 	104.45 	104.68 	: 	: 	: 	: 
A,NI,I15,203130,AT	100.00 	91.90 	88.00 	90.20 	94.20 	93.20 	104.80 	219.80 	: 
A,NI,I15,203130,BE	100.00 	90.36 	89.67 	90.21 	91.15 	87.48 	111.99 	206.63 	154.19 e
A,NI,I15,203130,BG	100.00 	78.00 	80.00 	56.70 	51.70 	52.20 	58.70 	115.20 	: 
A,NI,I15,203130,CY	100.00 	121.87 	119.37 	112.83 	110.29 	109.24 	109.53 	146.03 	: 
A,NI,I15,203130,CZ	100.00 	92.20 	86.40 	87.30 	86.60 	85.10 	88.60 	147.60 	: 
A,NI,I15,203130,DK	100.00 	98.54 	92.87 	92.14 	96.59 	94.98 	103.07 	188.52 	: 
A,NI,I15,203130,EL	100.00 	103.09 	101.94 	102.85 	102.23 	100.77 	102.97 	136.75 	: 
A,NI,I15,203130,ES	100.00 	98.60 	97.00 	94.10 	97.00 	94.80 	109.70 	192.08 	: 
A,NI,I15,203130,EU27_2020	100.00 	95.47 	101.02 	93.26 	98.81 p	94.79 p	109.12 	201.67 	: 
A,NI,I15,203130,EU28	100.00 	94.61 	100.59 	94.68 	100.11 p	: 	: 	: 	: 
A,NI,I15,203130,FR	100.00 	93.39 	89.30 	92.29 	95.92 	90.32 	105.26 	198.64 	: 
A,NI,I15,203130,HU	100.00 	93.10 	90.90 	95.50 	104.60 	102.00 	114.40 	311.70 	: 
A,NI,I15,203130,IE	: c	: c	: c	: c	: c	87.71 	104.05 	203.65 	: 
A,NI,I15,203130,IT	100.00 	96.30 	94.00 	96.20 	100.30 	99.00 	111.90 	194.10 	: 
A,NI,I15,203130,LT	100.00 	97.21 	93.06 	90.32 	98.69 	92.81 	93.07 	278.08 	: 
A,NI,I15,203130,LU	100.00 	100.28 	94.37 	93.40 	100.73 	100.94 	109.91 	215.85 	: 
A,NI,I15,203130,LV	100.00 	93.79 	89.06 	92.41 	96.16 	94.10 	114.12 	259.11 	: 
A,NI,I15,203130,NL	100.00 	89.30 	85.60 	88.40 	94.60 	89.40 	105.60 	215.30 	: 
A,NI,I15,203130,PL	100.00 	100.54 	97.05 	96.66 	100.99 	101.37 	108.44 p	176.05 	: 
A,NI,I15,203130,PT	100.00 	99.67 	101.20 	101.20 	108.44 	109.58 	135.16 	188.27 	: 
A,NI,I15,203130,RO	100.00 	95.61 	160.92 	96.60 	114.28 	100.09 	129.79 	225.67 	: 
A,NI,I15,203130,SK	100.00 	99.60 	100.32 	92.53 	98.50 	95.85 	97.60 	193.73 	: 
A,NI,I15,203130,UK	100.00 	88.96 	97.78 	103.91 	108.60 	: 	: 	: 	: 
A,NI,I15,203200,AT	100.00 	91.70 	82.30 	86.60 	94.20 	88.30 	100.80 	178.10 	: 
A,NI,I15,203200,BE	100.00 	90.39 	86.73 	89.82 	91.21 	81.84 	119.09 	225.47 	147.54 e
A,NI,I15,203200,BG	100.00 	87.90 	79.50 	95.90 	95.60 	91.60 	122.30 	225.60 	: 
A,NI,I15,203200,CY	100.00 	104.27 	108.29 	93.76 	92.42 	87.89 	106.53 	160.01 	: 
A,NI,I15,203200,CZ	100.00 	88.90 	80.00 	82.50 	86.50 	74.50 	97.30 	169.60 	: 
A,NI,I15,203200,DK	100.00 	89.30 	88.72 	93.27 	93.57 	86.74 	104.59 	206.61 	: 
A,NI,I15,203200,EE	100.00 	94.98 	82.33 	80.05 	84.11 	83.82 	90.17 	123.31 	: 
A,NI,I15,203200,EL	100.00 	100.53 	99.16 	100.29 	101.65 	102.62 	108.02 	159.42 	: 
A,NI,I15,203200,ES	100.00 	94.00 	87.20 	87.20 	90.50 	84.70 	105.40 	184.44 	: 
A,NI,I15,203200,EU27_2020	100.00 	93.13 	89.80 	91.43 	95.11 p	89.75 e	109.41 	193.89 	: 
A,NI,I15,203200,EU28	100.00 	92.55 	90.01 	92.65 	96.12 p	: 	: 	: 	: 
A,NI,I15,203200,FI	100.00 	86.23 	87.00 	88.58 	90.22 	82.67 	118.62 	218.59 	: 
A,NI,I15,203200,FR	100.00 	93.06 	86.84 	90.63 	94.43 	88.22 	107.43 	178.83 	: 
A,NI,I15,203200,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,203200,HU	100.00 	91.70 	84.30 	88.50 	94.00 	88.60 	116.10 	265.40 	: 
A,NI,I15,203200,IE	100.00 	87.62 	82.21 	86.66 	91.24 	82.17 	101.14 	215.11 	: 
A,NI,I15,203200,IT	100.00 	94.50 	90.20 	91.70 	92.80 	89.60 	108.20 	178.30 	: 
A,NI,I15,203200,LT	100.00 	90.77 	86.80 	90.83 	101.47 	103.02 	102.46 	285.25 	: 
A,NI,I15,203200,LU	100.00 	88.30 	80.55 	87.37 	91.89 	85.23 	116.21 	219.15 	: 
A,NI,I15,203200,MT	100.00 	94.24 	96.44 	97.87 	101.95 	100.60 	113.26 	147.44 	: 
A,NI,I15,203200,NL	100.00 	96.10 	88.40 	88.50 	90.90 	88.20 	102.90 	177.20 	: 
A,NI,I15,203200,PL	100.00 	99.71 	97.39 	97.52 	101.33 	100.74 	110.68 p	176.52 	: 
A,NI,I15,203200,PT	100.00 	99.22 	103.12 	106.88 	113.66 	110.98 	144.50 	246.55 	: 
A,NI,I15,203200,RO	100.00 	91.15 	116.21 	104.92 	114.38 	108.52 	130.80 	205.83 	: 
A,NI,I15,203200,SE	100.00 	87.30 	88.40 	97.90 	102.70 	92.10 	132.30 	264.33 	: 
A,NI,I15,203200,SI	100.00 	93.03 	83.17 	87.19 	92.28 	85.50 	113.98 	214.34 	: 
A,NI,I15,203200,SK	100.00 	94.17 	86.91 	86.98 	92.80 	85.61 	97.05 	203.83 	: 
A,NI,I15,203200,UK	100.00 	88.11 	91.66 	101.98 	103.79 	: 	: 	: 	: 
A,NI,I15,203210,AT	100.00 	85.20 	75.80 	81.60 	87.90 	73.40 	102.50 	195.40 	: 
A,NI,I15,203210,BE	100.00 	87.99 	84.98 	87.69 	88.29 	72.07 	126.13 	242.04 	137.84 e
A,NI,I15,203210,BG	100.00 	87.90 	79.50 	95.90 	95.60 	91.60 	122.30 	225.60 	: 
A,NI,I15,203210,CY	100.00 	114.78 	120.39 	94.76 	93.00 	85.65 	109.85 	165.75 	: 
A,NI,I15,203210,CZ	100.00 	88.80 	79.70 	82.40 	86.50 	74.20 	97.40 	169.60 	: 
A,NI,I15,203210,DK	100.00 	83.20 	80.88 	82.24 	85.32 	82.74 	101.45 	179.79 	: 
A,NI,I15,203210,EL	100.00 	100.74 	99.85 	100.65 	103.47 	102.43 	108.28 	163.12 	: 
A,NI,I15,203210,ES	100.00 	92.40 	86.20 	85.30 	88.10 	78.50 	103.40 	175.41 	: 
A,NI,I15,203210,EU27_2020	100.00 	91.40 	85.26 	88.72 	91.61 p	83.64 p	109.34 	193.66 	: 
A,NI,I15,203210,EU28	100.00 	90.65 	85.76 	90.40 	92.27 p	: 	: 	: 	: 
A,NI,I15,203210,FR	100.00 	90.11 	81.89 	87.53 	89.78 	80.47 	110.36 	184.61 	: 
A,NI,I15,203210,HU	100.00 	86.30 	80.20 	86.70 	90.00 	78.70 	118.10 	272.90 	: 
A,NI,I15,203210,IT	100.00 	89.30 	84.80 	87.60 	87.80 	82.30 	105.10 	184.00 	: 
A,NI,I15,203210,LT	100.00 	93.77 	93.77 	93.77 	111.75 	115.71 	100.32 	347.24 	: 
A,NI,I15,203210,LU	100.00 	79.53 	76.91 	83.81 	85.65 	74.99 	114.68 	205.40 	: 
A,NI,I15,203210,NL	100.00 	92.00 	78.10 	82.40 	84.30 	79.50 	120.70 	246.50 	: 
A,NI,I15,203210,PL	100.00 	98.60 	90.65 	91.38 	98.70 	91.95 	113.62 p	195.05 	: 
A,NI,I15,203210,PT	100.00 	102.12 	109.79 	112.29 	115.63 	105.32 	160.34 	277.82 	: 
A,NI,I15,203210,RO	100.00 	95.19 	86.26 	108.43 	120.30 	108.25 	140.18 	244.17 	: 
A,NI,I15,203210,SE	100.00 	90.70 	79.60 	91.40 	97.40 	84.40 	130.60 	248.60 	: 
A,NI,I15,203210,UK	100.00 	85.99 	88.84 	100.91 	96.44 	: 	: 	: 	: 
A,NI,I15,203220,AT	100.00 	91.70 	85.80 	89.40 	96.70 	89.80 	94.40 	161.10 	: 
A,NI,I15,203220,BE	100.00 	92.98 	96.05 	99.12 	100.88 	96.93 	127.19 	225.88 	157.02 e
A,NI,I15,203220,DK	100.00 	101.02 	97.97 	99.05 	104.64 	97.50 	122.67 	223.28 	: 
A,NI,I15,203220,EU27_2020	100.00 	95.26 	94.09 	95.42 	100.33 p	95.43 p	113.73 	196.09 	: 
A,NI,I15,203220,EU28	100.00 	92.03 	93.82 	99.08 	103.31 p	: 	: 	: 	: 
A,NI,I15,203220,FR	100.00 	95.58 	89.60 	93.12 	97.07 	91.42 	109.21 	188.43 	: 
A,NI,I15,203220,HU	100.00 	97.10 	95.50 	98.10 	102.30 	102.00 	118.20 	220.70 	: 
A,NI,I15,203220,IE	100.00 	94.67 	87.73 	88.58 	93.76 	90.08 	104.12 	212.97 	: 
A,NI,I15,203220,LT	100.00 	69.91 	73.11 	76.30 	76.30 	76.30 	76.30 	272.45 	: 
A,NI,I15,203220,LU	100.00 	99.28 	88.63 	97.59 	103.46 	98.26 	125.21 	239.29 	: 
A,NI,I15,203220,NL	100.00 	90.50 	85.40 	89.20 	98.10 	90.00 	117.10 	205.50 	: 
A,NI,I15,203220,PL	100.00 	98.95 	96.47 	96.90 	103.20 	103.37 	110.44 p	182.53 	: 
A,NI,I15,203220,PT	100.00 	100.00 	101.28 	103.37 	109.71 	107.59 	127.21 	169.42 	: 
A,NI,I15,203220,RO	100.00 	91.18 	116.00 	104.92 	114.38 	108.52 	130.80 	219.06 	: 
A,NI,I15,203220,SE	100.00 	98.60 	97.00 	102.50 	112.00 	111.60 	153.90 	263.94 	: 
A,NI,I15,203220,SI	100.00 	95.59 	84.61 	90.63 	96.15 	91.79 	108.75 	200.41 	: 
A,NI,I15,203220,UK	100.00 	88.80 	93.55 	102.73 	106.29 	: 	: 	: 	: 
A,NI,I15,203230,AT	100.00 	92.30 	82.70 	86.80 	94.60 	89.50 	101.00 	177.60 	: 
A,NI,I15,203230,BE	100.00 	90.10 	85.16 	88.28 	89.67 	79.86 	117.00 	224.02 	146.60 e
A,NI,I15,203230,CY	100.00 	88.48 	90.12 	92.26 	91.55 	91.25 	101.55 	151.39 	: 
A,NI,I15,203230,CZ	100.00 	93.50 	88.30 	84.50 	89.30 	83.70 	94.40 	170.80 	: 
A,NI,I15,203230,DK	100.00 	89.51 	89.28 	94.41 	94.09 	86.73 	104.12 	209.24 	: 
A,NI,I15,203230,EE	100.00 	94.98 	82.33 	80.05 	84.11 	83.82 	90.17 	123.31 	: 
A,NI,I15,203230,EL	100.00 	100.40 	98.77 	100.09 	100.61 	102.73 	107.87 	157.33 	: 
A,NI,I15,203230,ES	100.00 	94.70 	87.50 	87.90 	91.50 	87.10 	106.20 	187.92 	: 
A,NI,I15,203230,EU27_2020	100.00 	93.30 	90.32 	91.60 	95.34 p	90.52 e	109.10 	194.05 	: 
A,NI,I15,203230,EU28	100.00 	93.13 	90.28 	91.91 	95.63 p	: 	: 	: 	: 
A,NI,I15,203230,FI	100.00 	86.23 	87.00 	88.58 	90.22 	82.67 	118.62 	218.59 	: 
A,NI,I15,203230,FR	100.00 	93.20 	87.58 	90.82 	95.13 	89.81 	105.76 	173.34 	: 
A,NI,I15,203230,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,NI,I15,203230,HU	100.00 	92.90 	85.10 	88.70 	94.80 	90.70 	115.60 	264.70 	: 
A,NI,I15,203230,IE	100.00 	87.44 	82.07 	86.61 	91.18 	81.98 	101.07 	215.17 	: 
A,NI,I15,203230,IT	100.00 	98.10 	93.90 	94.60 	96.20 	94.60 	110.30 	174.40 	: 
A,NI,I15,203230,LT	100.00 	87.41 	77.72 	87.32 	88.26 	86.57 	106.33 	200.68 	: 
A,NI,I15,203230,LU	100.00 	90.83 	77.77 	82.14 	89.60 	87.94 	108.98 	219.91 	: 
A,NI,I15,203230,MT	100.00 	94.24 	96.44 	97.87 	101.95 	100.60 	113.26 	147.44 	: 
A,NI,I15,203230,NL	100.00 	96.30 	88.90 	88.70 	91.10 	88.60 	102.00 	173.90 	: 
A,NI,I15,203230,PL	100.00 	99.75 	97.45 	97.56 	101.22 	100.58 	110.70 p	176.14 	: 
A,NI,I15,203230,PT	100.00 	98.40 	101.37 	105.55 	113.28 	112.67 	140.88 	241.17 	: 
A,NI,I15,203230,RO	100.00 	90.32 	122.40 	104.21 	113.17 	108.57 	128.88 	193.63 	: 
A,NI,I15,203230,SE	100.00 	86.70 	88.30 	97.90 	102.40 	91.50 	131.30 	264.85 	: 
A,NI,I15,203230,SI	100.00 	92.93 	83.12 	87.05 	92.13 	85.24 	114.19 	214.91 	: 
A,NI,I15,203230,SK	100.00 	94.17 	86.91 	86.98 	92.80 	85.61 	97.05 	203.83 	: 
A,NI,I15,203230,UK	100.00 	88.29 	88.96 	100.83 	104.00 	: 	: 	: 	: 
A,NI,I15,203900,AT	100.00 	99.70 	101.80 	102.60 	101.40 	105.00 	110.10 	122.30 	: 
A,NI,I15,203900,BE	100.00 	100.00 	100.00 	101.36 	101.82 	101.82 	108.18 	122.73 	127.27 e
A,NI,I15,203900,CY	100.00 	102.60 	107.42 	108.37 	108.37 	90.84 	88.19 	126.94 	: 
A,NI,I15,203900,CZ	100.00 	92.30 	92.00 	91.20 	84.10 	90.10 	89.20 	99.60 	: 
A,NI,I15,203900,DK	100.00 	97.44 	97.75 	101.83 	105.93 	108.46 	110.68 	119.57 	: 
A,NI,I15,203900,EE	100.00 	101.43 	104.20 	97.70 	99.57 	110.39 	119.77 	127.08 	: 
A,NI,I15,203900,ES	100.00 	96.50 	99.40 	124.00 	149.20 	135.20 	139.60 	119.42 	: 
A,NI,I15,203900,EU27_2020	100.00 	98.58 	98.08 	102.53 	106.21 p	104.87 p	109.89 	130.27 	: 
A,NI,I15,203900,EU28	100.00 	98.71 	98.32 	102.61 	106.91 p	: 	: 	: 	: 
A,NI,I15,203900,FI	100.00 	95.99 	96.03 	96.03 	96.10 	103.06 	104.58 	107.91 	: 
A,NI,I15,203900,FR	100.00 	100.00 	99.73 	101.91 	104.05 	104.54 	106.71 	124.14 	: 
A,NI,I15,203900,IE	100.00 	100.00 	102.62 	102.86 	105.24 	105.71 	108.57 	125.95 	: 
A,NI,I15,203900,IT	100.00 	97.80 	95.60 	96.90 	96.10 	96.30 	105.10 	142.10 	: 
A,NI,I15,203900,LU	100.00 	100.13 	103.89 	109.51 	96.64 	98.17 	98.93 	116.95 	: 
A,NI,I15,203900,LV	100.00 	93.79 	89.06 	92.41 	96.16 	94.10 	114.12 	259.11 	: 
A,NI,I15,203900,NL	100.00 	95.90 	95.40 	98.50 	99.80 	99.30 	97.90 	120.60 	: 
A,NI,I15,203900,PL	100.00 	100.60 	101.24 	101.90 	103.40 	105.81 	111.10 p	130.90 	: 
A,NI,I15,203900,SK	100.00 	99.74 	103.96 	103.28 	103.40 	100.73 	106.73 	133.10 	: 
A,NI,I15,203900,UK	100.00 	100.93 	102.20 	103.96 	118.21 	: 	: 	: 	: 
A,NI,I15,204000,AT	100.00 	96.60 	93.00 	93.20 	93.70 	91.50 	90.40 	94.00 	106.20 e
A,NI,I15,204000,BE	100.00 	101.99 	101.99 	103.92 	105.00 	103.80 	103.78 	107.02 	123.59 e
A,NI,I15,204000,BG	100.00 	100.40 	104.20 	99.00 	96.80 	95.60 	96.30 	126.80 	114.10 e
A,NI,I15,204000,CY	100.00 	117.38 	117.20 	116.25 	115.67 	115.46 	116.88 	121.59 	130.25 e
A,NI,I15,204000,CZ	100.00 	102.90 	104.10 	104.10 	106.80 	108.20 	108.00 	112.90 	141.00 e
A,NI,I15,204000,DE	100.00 	100.70 	102.90 	102.70 	102.70 	103.60 	107.30 	122.50 	134.60 e
A,NI,I15,204000,DK	100.00 	99.05 	100.43 	99.54 	96.78 	93.67 	93.42 	95.69 	96.98 e
A,NI,I15,204000,EE	100.00 	100.37 	101.50 	103.97 	104.62 	106.12 	105.86 	110.14 	117.93 e
A,NI,I15,204000,EL	100.00 	100.47 	100.81 	101.03 	100.97 	100.84 	102.23 	111.95 	117.97 e
A,NI,I15,204000,ES	100.00 	100.30 	100.90 	102.20 	102.10 	102.60 	107.10 	128.14 	129.55 e
A,NI,I15,204000,EU27_2020	100.00 	101.14 	101.73 	102.45 	101.83 p	101.33 p	103.67 	114.46 	125.12 e
A,NI,I15,204000,EU28	100.00 	101.01 	101.90 	102.75 	103.38 p	: 	: 	: 	: 
A,NI,I15,204000,FI	100.00 	99.31 	99.81 	97.58 	96.04 	96.75 	98.12 	107.47 	115.80 e
A,NI,I15,204000,FR	100.00 	99.37 	98.61 	99.05 	95.51 	92.99 	92.23 	95.98 	104.37 e
A,NI,I15,204000,HR	100.00 	99.55 	99.84 	101.68 	101.85 	105.92 	114.06 	118.22 	111.29 e
A,NI,I15,204000,HU	100.00 	101.20 	102.10 	103.40 	106.40 	107.50 	115.10 	140.40 	169.60 e
A,NI,I15,204000,IE	100.00 	102.28 	103.09 	103.93 	103.83 	104.07 	104.94 	126.03 	137.18 e
A,NI,I15,204000,IT	100.00 	102.40 	104.00 	106.80 	109.60 	109.70 	111.40 	124.90 	134.50 e
A,NI,I15,204000,LT	100.00 	106.08 	112.77 	107.13 	103.36 	95.44 	102.80 	124.45 	127.73 e
A,NI,I15,204000,LU	100.00 	96.83 	95.40 	93.72 	92.94 	92.03 	90.91 	93.36 	104.70 e
A,NI,I15,204000,LV	100.00 	103.65 	104.18 	118.22 	116.60 	124.80 	104.11 	156.32 	120.90 e
A,NI,I15,204000,MT	100.00 	110.20 	113.95 	116.75 	117.15 	118.92 	123.03 	140.98 	144.47 e
A,NI,I15,204000,NL	100.00 	102.30 	101.40 	99.60 	105.40 	100.60 	101.60 	105.20 	150.90 e
A,NI,I15,204000,PL	100.00 	101.22 	103.14 	104.57 	106.58 	108.73 	111.73 p	123.13 	134.51 e
A,NI,I15,204000,PT	100.00 	100.73 	104.96 	108.39 	112.43 	112.49 	117.53 	156.23 	154.73 e
A,NI,I15,204000,RO	100.00 	123.26 	117.34 	126.04 	114.64 	125.87 	143.98 	159.22 	186.71 e
A,NI,I15,204000,SE	100.00 	101.20 	104.90 	105.20 	109.00 	106.90 	106.70 	158.60 	173.83 e
A,NI,I15,204000,SI	100.00 	101.12 	99.74 	101.04 	106.65 	111.03 	112.78 	123.42 	137.96 e
A,NI,I15,204000,SK	100.00 	97.34 	95.51 	97.40 	97.20 	94.70 	93.43 	110.98 	114.97 e
A,NI,I15,204000,UK	100.00 	99.96 	103.22 	105.18 	115.56 	146.34 f	: 	: 	: 
A,NI,I15,204100,AT	100.00 	98.60 	92.30 	90.10 	93.10 	91.70 	92.40 	97.70 	: 
